lemma	pos	year_first_occ	borrowed
речка	N	1675	N/A
речник	N	1840	False
речной	OTHER	1690	N/A
речонка	N	1830	False
речуга	N	1850	False
речушка	N	1825	False
речь	N	1690	N/A
решатель	N	1935	False
решать	V	1755	False
решаться	V	1760	False
решающий	OTHER	1825	False
решение	N	1690	N/A
решенье	N	1825	False
решетка	N	1720	N/A
решето	N	1735	N/A
решеточка	N	1835	False
решеточный	OTHER	1840	False
решетчатый	OTHER	1800	False
решимость	N	1775	False
решительно	OTHER	1760	False
решительность	N	1775	False
решительный	OTHER	1725	N/A
решить	V	1705	N/A
решиться	V	1715	N/A
решка	N	1885	False
решма	N	1815	False
рештак	N	1965	True
рещи	V	1690	N/A
реэвакуация	N	1910	True
реэкспорт	N	1920	True
реэстер	N	1715	True
рея	N	1745	True
реять	V	1775	False
ржа	N	1750	False
ржавенький	OTHER	1920	False
ржаветь	V	1750	False
ржавчина	N	1740	N/A
ржавый	OTHER	1735	N/A
ржание	N	1775	False
ржаной	OTHER	1735	N/A
ржануть	V	1955	False
ржанье	N	1830	False
ржать	V	1750	False
рибамидил	N	1995	True
рибонуклеаза	N	1960	True
риванол	N	1940	True
рига	N	1675	True
ригал	N	1970	True
ригель	N	1715	True
ригидный	OTHER	1950	True
ригоризм	N	1840	True
ридикюль	N	1770	True
ридный	OTHER	1840	True
рижанин	N	1810	False
рижанка	N	1895	False
риза	N	1710	N/A
риздво	N	1995	True
ризен	N	1830	True
ризница	N	1745	N/A
рикошет	N	1780	True
рикошетировать	V	1850	True
римейк	N	1990	True
римлянин	N	1700	N/A
римлянка	N	1750	False
рин	N	1855	True
ринг	N	1785	True
ринит	N	1960	True
ринуть	V	1820	False
ринуться	V	1800	False
рис	N	1740	True
риск	N	1775	True
риска	N	1805	False
рискнуть	V	1810	True
рискованно	OTHER	1850	True
рискованность	N	1855	True
рискованный	OTHER	1775	True
рисковать	V	1775	True
рисковой	OTHER	1860	True
рисковый	OTHER	1855	True
рислинг	N	1900	True
рисовальный	OTHER	1730	N/A
рисовальщик	N	1745	N/A
рисование	N	1725	N/A
рисовать	V	1690	N/A
рисовка	N	1770	False
рисовый	OTHER	1825	True
рисс	N	1870	True
ристалище	N	1765	False
рисунок	N	1690	N/A
рисуночек	N	1835	False
рисуночный	OTHER	1930	False
рисунчатый	OTHER	1920	False
ритейлер	N	1995	True
ритм	N	1840	True
ритм-секция	N	1980	True
ритмизированный	OTHER	1915	True
ритмика	N	1875	True
ритмически	OTHER	1860	True
ритмический	OTHER	1845	True
ритмично	OTHER	1895	True
ритмичность	N	1870	True
ритмичный	OTHER	1880	True
ритор	N	1715	True
риторика	N	1725	True
риторически	OTHER	1780	True
риторический	OTHER	1745	True
ритуал	N	1810	True
ритуализованный	OTHER	1960	True
ритуалистический	OTHER	1865	True
ритуальность	N	1905	True
ритуальный	OTHER	1885	True
риф	N	1750	True
рифление	N	1920	True
рифленый	OTHER	1825	True
рифма	N	1730	True
рифмовать	V	1835	True
рифмовка	N	1880	True
рифогенный	OTHER	1995	True
рихтовать	V	1965	True
рихтовочный	OTHER	2005	True
рицин	N	1895	True
риэлтор	N	1990	True
риэлторский	OTHER	1990	True
рнк	N	1960	True
рнказ	N	1960	True
рнказ	OTHER	1960	True
ро	N	1755	False
роад	N	1920	True
роба	N	1750	False
робеть	V	1715	N/A
робиния	N	1975	True
робить	V	1690	N/A
робкий	OTHER	1710	N/A
робко	OTHER	1760	False
робость	N	1690	N/A
робот	N	1720	True
роботизированный	OTHER	1975	True
робототехника	N	1970	True
робочая	N	1920	False
робронда	N	1785	True
робыть	V	1765	False
робята	N	1715	N/A
робятишки	N	1765	False
ров	N	1675	N/A
рова	N	1745	N/A
ровеньки	N	1900	False
ровесник	N	1780	True
ровесница	N	1785	True
ровненький	OTHER	1850	False
ровненько	OTHER	1845	False
ровно	N	1775	False
ровно	OTHER	1710	N/A
ровность	N	1780	False
ровный	OTHER	1675	N/A
ровня	N	1755	False
ровняк	N	1905	False
ровнять	V	1720	N/A
рог	N	1675	N/A
рогалик	N	1920	False
рогаль	N	1745	N/A
рогатик	N	1920	False
рогатина	N	1675	N/A
рогатить	V	1920	False
рогатка	N	1690	N/A
рогатый	OTHER	1690	N/A
роговица	N	1890	False
роговой	OTHER	1715	N/A
рогожа	N	1720	N/A
рогожина	N	1860	False
рогожка	N	1770	False
рогожный	OTHER	1825	False
рогоз	N	1865	False
рогоносец	N	1760	False
рогулька	N	1835	False
рогуля	N	1850	False
род	N	1675	N/A
род	OTHER	2000	False
роддом	N	1925	False
родео	N	1930	True
роджерсия	N	1995	True
родий	N	1785	True
родильный	OTHER	1815	False
родименький	OTHER	1845	False
родимцевский	OTHER	1940	False
родимчик	N	1830	False
родимый	OTHER	1760	False
родина	N	1725	N/A
родинка	N	1840	False
родиола	N	1975	True
родители	N	1765	False
родитель	N	1705	N/A
родительница	N	1725	N/A
родительский	OTHER	1710	N/A
родить	V	1675	N/A
родиться	V	1675	N/A
родич	N	1820	False
родишисить	V	1945	False
родливый	OTHER	1960	False
родненький	OTHER	1845	False
родник	N	1725	N/A
родниковый	OTHER	1835	False
роднить	V	1825	False
родничок	N	1845	False
родной	OTHER	1690	N/A
родные	N	1745	N/A
родный	OTHER	1755	False
родня	N	1745	N/A
родовитейший	OTHER	1900	False
родовитость	N	1855	False
родовитый	OTHER	1830	False
родовой	OTHER	1705	N/A
родовспомогательный	OTHER	1860	False
родовспоможение	N	1930	False
рододендрон	N	1815	True
родом	OTHER	1995	False
родоначальник	N	1745	N/A
родонитовый	OTHER	2005	True
родоплеменный	OTHER	1965	False
родословная	N	1745	N/A
родословный	OTHER	1675	N/A
родственник	N	1710	N/A
родственница	N	1760	False
родственничек	N	1855	False
родственность	N	1840	False
родственный	OTHER	1760	False
родство	N	1700	N/A
родстер	N	1965	True
роды	N	1715	N/A
роевой	OTHER	1860	False
рожа	N	1735	N/A
рожать	V	1780	False
рождаемость	N	1865	False
рождать	V	1715	N/A
рождаться	V	1710	N/A
рождение	N	1690	N/A
рожденье	N	1755	False
рождественский	N	1780	False
рождественский	OTHER	1740	N/A
рождество	N	1675	N/A
роженица	N	1755	False
рожечник	N	1890	False
рожистый	OTHER	1870	False
рожица	N	1820	False
рожковидный	OTHER	1960	False
рожок	N	1755	False
рожон	N	1710	N/A
рожочек	N	1870	False
рожь	N	1675	N/A
роза	N	1690	True
розарий	N	1815	True
розариум	N	1920	True
розвальни	N	1780	False
розга	N	1700	N/A
роздых	N	1735	N/A
розенкрейцер	N	1775	True
розетка	N	1825	True
розлив	N	1825	False
розмарин	N	1765	True
рознить	V	1775	False
розница	N	1740	N/A
розничный	OTHER	1780	False
розный	OTHER	1690	N/A
рознь	N	1675	N/A
рознять	V	1770	False
розовато-белый	OTHER	1910	True
розоватость	N	1905	True
розоватый	OTHER	1760	True
розовенький	OTHER	1830	True
розоветь	V	1840	True
розовинка	N	1920	True
розоволицый	OTHER	1920	True
розоволосый	OTHER	1995	True
розовость	N	1900	True
розовощекий	OTHER	1880	True
розовощекость	N	1995	True
розовый	OTHER	1740	True
розочка	N	1840	True
розыгрыш	N	1770	False
розыск	N	1675	N/A
розыскник	N	1930	False
розыскной	OTHER	1675	N/A
роить	V	1870	False
рой	N	1740	N/A
рок	N	1735	True
рок-ансамбль	N	1965	True
рок-группа	N	1965	True
рок-звезда	N	1980	True
рок-музыка	N	1965	True
рок-н-ролл	N	1935	True
рок-опера	N	1965	True
рокадный	OTHER	1935	True
рокамболь	N	1780	True
рокапопс	N	1995	True
рокарий	N	1995	True
рокарий	OTHER	1995	True
рокер	N	1945	True
рокив	N	1890	True
рокировка	N	1910	True
рокировочка	N	1960	True
рокко	N	1870	True
роковой	OTHER	1780	True
рококо	N	1835	True
рококо	OTHER	1840	True
рокот	N	1815	False
рокотание	N	1860	False
рокотать	V	1795	False
рокочущий	OTHER	1850	False
рокфор	N	1870	True
ролевой	OTHER	1945	True
ролик	N	1905	True
роликовый	OTHER	1905	True
ролл	N	1815	True
роллекс	N	1970	True
роллер	N	1835	True
роллинг	N	1920	True
роллс-ройс	N	1910	True
роль	N	1760	True
ром	N	1745	True
роман	N	1675	True
романизировать	V	1860	True
романист	N	1785	True
романический	OTHER	1770	True
романный	OTHER	1850	True
романов	N	1690	True
романов	OTHER	1800	True
романоязычный	OTHER	2005	True
романс	N	1765	True
романсовый	OTHER	1905	True
романтизм	N	1815	True
романтик	N	1815	True
романтика	N	1820	True
романтический	OTHER	1790	True
романтично	OTHER	1860	True
романтичный	OTHER	1860	True
романчик	N	1835	True
ромашка	N	1765	False
ромашкин	N	1875	False
ромашкинский	OTHER	1950	False
ромб	N	1845	True
ромбик	N	1895	True
ромбический	OTHER	1845	True
ромбовидный	OTHER	1870	True
ромбододекаэдр	N	1935	True
ромбоэдр	N	1845	True
ромбоэдрический	OTHER	1845	True
ромовый	OTHER	1745	True
рондо	N	1765	True
роно	N	1890	True
ронять	V	1750	False
ропот	N	1735	N/A
роптание	N	1710	N/A
роптать	V	1735	N/A
рос	N	1995	False
роса	N	1735	N/A
росинант	N	1875	True
росинка	N	1820	False
росистый	OTHER	1805	False
роскошество	N	1805	False
роскошествовать	V	1760	False
роскошно	OTHER	1755	False
роскошный	OTHER	1700	N/A
роскошь	N	1720	N/A
рослый	OTHER	1760	False
росный	OTHER	1775	False
росомаха	N	1835	False
роспись	N	1675	N/A
росплеск	N	1960	False
роспуск	N	1735	N/A
росс	N	1715	N/A
россказни	N	1780	False
россыпной	OTHER	1755	False
россыпь	N	1830	False
рост	N	1715	N/A
ростбиф	N	1785	True
ростепель	N	1830	False
ростить	V	1735	N/A
ростовой	OTHER	1860	False
ростовчанин	N	1920	False
ростовщик	N	1755	False
росток	N	1690	N/A
ростомер	N	1995	False
росточек	N	1740	N/A
ростральный	OTHER	1775	True
росчерк	N	1850	False
рот	N	1675	N/A
рота	N	1675	N/A
ротан	N	1900	True
ротанг	N	1920	True
ротанговый	OTHER	1980	True
ротатор	N	1905	True
ротационка	N	1905	True
ротационный	OTHER	1900	True
ротация	N	1920	True
ротвейлер	N	1980	True
ротик	N	1790	False
ротмистр	N	1675	True
ротный	N	1825	False
ротный	OTHER	1690	N/A
ротовой	OTHER	1870	False
ротозей	N	1770	False
ротозейство	N	1865	False
ротонда	N	1775	True
ротор	N	1915	True
роторный	OTHER	1920	True
роуд	N	1845	True
рохля	N	1785	True
роци	N	1935	False
роч	N	1855	False
рош	N	1795	False
роща	N	1690	N/A
рощица	N	1745	N/A
роялти	N	1990	True
рояль	N	1750	True
рояльный	OTHER	1860	True
рри	N	1855	False
ррраз	N	1865	False
ррраз	OTHER	1895	False
ртутный	OTHER	1740	N/A
ртуть	N	1725	N/A
руб	N	1710	N/A
рубака	N	1780	False
рубанок	N	1825	True
рубануть	V	1825	False
рубать	V	1755	False
рубаха	N	1715	N/A
рубашечка	N	1825	False
рубашечный	OTHER	1775	False
рубашка	N	1675	N/A
рубашонка	N	1805	False
рубашоночка	N	1850	False
рубеж	N	1675	N/A
рубежный	OTHER	1905	False
рубезочка	N	1980	False
рубероид	N	1920	True
рубец	N	1675	N/A
рубильник	N	1920	False
рубин	N	1775	True
рубиновый	OTHER	1835	True
рубить	V	1675	N/A
рубище	N	1710	N/A
рубка	N	1725	N/A
рублевка	N	1870	False
рублевый	OTHER	1710	N/A
рубленый	OTHER	1720	N/A
рублик	N	1785	False
рублишко	N	1825	False
рубль	N	1675	N/A
рубоп	N	1990	False
рубрика	N	1740	True
рубрикатор	N	1995	True
рубрикация	N	1905	True
рубчатый	OTHER	1855	False
рубчик	N	1820	False
ругань	N	1735	N/A
ругатель	N	1710	N/A
ругательный	OTHER	1710	N/A
ругательски	OTHER	1690	N/A
ругательство	N	1700	N/A
ругать	V	1675	N/A
ругаться	V	1675	N/A
ругнуть	V	1825	False
ругня	N	1835	False
руготня	N	1855	False
руда	N	1675	N/A
рудбекия	N	1725	True
рудеральный	OTHER	1980	True
рудик	N	1960	True
рудикин	N	1925	True
рудимент	N	1845	True
рудиментарный	OTHER	1865	True
рудник	N	1715	N/A
рудный	OTHER	1700	N/A
рудовоз	N	1950	False
рудознатец	N	1850	False
рудообразование	N	1930	False
ружейный	OTHER	1745	N/A
ружье	N	1675	N/A
ружьецо	N	1830	False
ружьишко	N	1840	False
руина	N	1810	True
руины	N	1735	True
рука	N	1675	N/A
рукав	N	1745	N/A
рукавица	N	1675	N/A
рукавичка	N	1840	False
рукобитие	N	1865	False
рукобитье	N	1825	False
руководимый	OTHER	1785	False
руководитель	N	1750	False
руководительница	N	1760	False
руководительствовать	V	1910	False
руководить	V	1775	False
руководство	N	1710	N/A
руководствовать	V	1755	False
руководствоваться	V	1760	False
руководящий	OTHER	1720	N/A
рукоделие	N	1715	N/A
рукоделье	N	1715	N/A
рукодельница	N	1835	False
рукомойник	N	1750	False
рукопашная	N	1825	False
рукопашный	OTHER	1775	False
рукописный	OTHER	1730	N/A
рукопись	N	1675	N/A
рукоплескание	N	1770	False
рукоплесканье	N	1810	False
рукоплескать	V	1770	False
рукопожатие	N	1820	False
рукополагать	V	1760	False
рукоположение	N	1760	False
рукоприкладство	N	1780	False
рукотворный	OTHER	1825	False
рукоятка	N	1760	False
рукоять	N	1740	N/A
рулада	N	1810	True
рулевой	N	1825	True
рулевой	OTHER	1815	True
руление	N	1970	True
рулет	N	1795	True
рулетик	N	1995	True
рулетка	N	1825	True
рулеточный	OTHER	1860	True
рулить	V	1915	True
рулон	N	1905	True
рулонный	OTHER	1920	True
руль	N	1735	True
рулька	N	1980	True
румба	N	1755	True
румын	N	1840	False
румын	OTHER	1905	False
румынка	N	1880	False
румяна	N	1760	False
румяненький	OTHER	1800	False
румянец	N	1730	N/A
румянить	V	1770	False
румяниться	V	1760	False
румянчик	N	1830	False
румяный	OTHER	1745	N/A
руна	N	1745	True
рундук	N	1675	True
рундучок	N	1845	True
рунет	N	1995	True
руно	N	1745	True
рупия	N	1835	True
рупор	N	1810	True
рупь	N	1840	False
русак	N	1725	N/A
русаков	N	1765	False
русалии	N	1960	False
русалка	N	1760	False
русалочий	OTHER	1885	False
русалочка	N	1840	False
русачок	N	1830	False
русенький	OTHER	1895	False
русист	N	1970	False
русистика	N	1970	False
русистка	N	1965	False
русифицировать	V	1905	True
русич	N	1845	False
русичка	N	1985	False
русло	N	1805	False
русофил	N	1825	False
русофильствовать	V	1915	False
русофоб	N	1880	False
русофобия	N	1870	False
русс	N	1725	N/A
русски	OTHER	1745	N/A
русскоговорящий	N	1960	False
русскоговорящий	OTHER	1980	False
русскость	N	1910	False
русскоязычный	OTHER	1885	False
русый	OTHER	1700	N/A
рута	N	1740	N/A
рутений	N	1845	True
рутина	N	1780	True
рутинер	N	1840	True
рутинность	N	1860	True
рутинный	OTHER	1840	True
руфер	N	2000	True
рухать	V	1825	False
рухлядь	N	1745	True
рухнуть	V	1815	False
ручать	V	1735	N/A
ручеек	N	1755	False
ручей	N	1725	N/A
рученька	N	1750	False
ручечка	N	1875	False
ручища	N	1750	False
ручка	N	1730	N/A
ручной	OTHER	1675	N/A
ручонка	N	1780	False
рушилка	N	1990	False
рушить	V	1735	N/A
рушник	N	1825	False
рушничок	N	1905	False
рыба	N	1675	N/A
рыбак	N	1690	N/A
рыбалить	V	1905	False
рыбалка	N	1845	False
рыбацкий	OTHER	1820	False
рыбачий	OTHER	1745	N/A
рыбачить	V	1835	False
рыбачка	N	1885	False
рыбачок	N	1915	False
рыбеха	N	1960	False
рыбец	N	1855	False
рыбешка	N	1845	False
рыбзавод	N	1945	False
рыбий	OTHER	1725	N/A
рыбина	N	1775	False
рыбка	N	1775	False
рыбкин	N	1865	False
рыбкин	OTHER	1990	False
рыбник	N	1800	False
рыбный	OTHER	1675	N/A
рыбовидный	OTHER	1920	False
рыбовод	N	1915	False
рыбоводство	N	1855	False
рыбодобывающий	OTHER	1975	False
рыболов	N	1710	N/A
рыболовецкий	OTHER	1900	False
рыболовный	OTHER	1735	N/A
рыболовство	N	1755	False
рыбообрабатывающий	OTHER	1930	False
рыбоперерабатывающий	OTHER	1960	False
рыбопосадочный	OTHER	1985	False
рыбопродукция	N	1970	False
рыбопромысловый	OTHER	1905	False
рыбопромышленник	N	1850	False
рыбохозяйственный	OTHER	1920	False
рыбсовхоз	N	1965	False
рыбхоз	N	1960	False
рывковый	OTHER	1975	False
рывок	N	1850	False
рыгать	V	1710	N/A
рыдание	N	1710	N/A
рыдануть	V	1915	False
рыдать	V	1715	N/A
рыдван	N	1750	False
рыжебородый	OTHER	1825	False
рыжеватость	N	1845	False
рыжеватый	OTHER	1745	N/A
рыжеволосый	OTHER	1825	False
рыжеголовый	N	1880	False
рыжеголовый	OTHER	1915	False
рыженький	OTHER	1780	False
рыжеусый	OTHER	1860	False
рыжий	N	1820	False
рыжий	OTHER	1735	N/A
рыжик	N	1735	N/A
рыжина	N	1825	False
рык	N	1750	False
рыкание	N	1760	False
рыкануть	V	1925	False
рыкать	V	1745	N/A
рыкнуть	V	1805	False
рыло	N	1735	N/A
рыльце	N	1780	False
рынок	N	1735	N/A
рыночник	N	1845	False
рыночный	OTHER	1820	False
рыпать	V	1830	False
рысак	N	1820	False
рысий	OTHER	1805	False
рысистый	OTHER	1765	False
рысканье	N	1790	False
рыскать	V	1770	False
рыскучий	OTHER	1845	False
рысца	N	1785	False
рысь	N	1750	False
рытвина	N	1755	False
рытвинка	N	1845	False
рытый	OTHER	1830	False
рыть	V	1735	N/A
рытье	N	1770	False
рыхление	N	1900	False
рыхлить	V	1845	False
рыхловатый	OTHER	1885	False
рыхлость	N	1790	False
рыхлый	OTHER	1735	N/A
рыцарски	OTHER	1825	True
рыцарский	OTHER	1690	True
рыцарство	N	1690	True
рыцарь	N	1760	True
рычаг	N	1730	N/A
рычажный	OTHER	1905	False
рычажок	N	1835	False
рычание	N	1805	False
рычать	V	1805	False
рычкова	N	1825	False
рычок	N	1745	N/A
рьяно	OTHER	1835	False
рьяный	OTHER	1780	False
рэйв	N	1990	True
рэйнджер	N	1970	True
рэкет	N	1945	True
рэкетир	N	1940	True
рэлеевский	OTHER	1960	True
рэлей	N	1890	True
рэп	N	1940	True
рэпер	N	1980	True
рэппер	N	1980	True
рюкзак	N	1920	True
рюкзачишко	N	1960	True
рюкзачок	N	1935	True
рюмаха	N	1960	True
рюмашка	N	1895	True
рюмка	N	1710	True
рюмочка	N	1765	True
рюмочная	N	1965	True
рюмочный	OTHER	1865	True
рюсски	OTHER	1865	False
рюха	N	1810	False
рюхи	N	1920	False
рюш	N	1825	True
рябец	N	1785	False
рябина	N	1735	N/A
рябинка	N	1825	False
рябиновый	OTHER	1795	False
рябинушка	N	1855	False
рябить	V	1825	False
рябоватый	OTHER	1785	False
рябовский	N	1880	False
рябовский	OTHER	1845	False
рябой	OTHER	1750	False
рябчик	N	1745	N/A
рябчиный	OTHER	1930	False
рябь	N	1825	False
рявканье	N	1860	False
рявкать	V	1860	False
рявкнуть	V	1835	False
ряд	N	1675	N/A
рядить	V	1735	N/A
рядком	OTHER	1825	False
рядно	N	1825	False
рядовка	N	1910	False
рядовой	N	1675	N/A
рядовой	OTHER	1675	N/A
рядок	N	1770	False
рядом	OTHER	1725	N/A
рядышком	OTHER	1825	False
ряженка	N	1940	False
ряженый	N	1825	False
ряженый	OTHER	1755	False
ряженье	N	1895	False
ряжка	N	1920	False
рязанец	N	1800	False
ряпушка	N	1780	False
ряса	N	1745	N/A
ряска	N	1700	N/A
рясофор	N	1850	True
ряха	N	1915	False
ряшка	N	1915	False
с	OTHER	1675	N/A
сааб	N	1840	True
саам	N	1900	False
сабантуй	N	1925	True
сабатан	N	1925	True
сабвей	N	1975	True
сабелька	N	1820	False
сабельный	OTHER	1775	False
саблезубый	OTHER	1920	False
саблист	N	1965	False
сабля	N	1675	N/A
саботаж	N	1905	True
саботажник	N	1910	True
саботировать	V	1910	True
саван	N	1770	True
саванна	N	1855	True
савраска	N	1785	False
саврасый	OTHER	1825	False
сага	N	1800	True
сагайдак	N	1840	True
сагайдаковский	N	1875	True
сагайдаковский	OTHER	1880	True
сагитировать	V	1895	True
саго	N	1790	True
сагуна	N	1915	False
сад	N	1690	N/A
садануть	V	1855	False
саддукей	N	1720	N/A
садизм	N	1895	True
садик	N	1770	False
садист	N	1895	True
садистски	OTHER	1935	True
садистский	OTHER	1915	True
садить	V	1735	N/A
садиться	V	1675	N/A
саднить	V	1840	False
садовник	N	1745	N/A
садовничать	V	1815	False
садово-огородный	OTHER	1885	False
садово-парковый	OTHER	1940	False
садовод	N	1850	False
садоводство	N	1770	False
садоводческий	OTHER	1940	False
садовый	OTHER	1735	N/A
садок	N	1710	N/A
садомазохизм	N	1970	True
садомазохист	N	1985	True
садомазохистский	OTHER	1970	True
садочек	N	1830	False
сажа	N	1715	N/A
сажалка	N	1840	False
сажать	V	1675	N/A
саженец	N	1780	False
саженка	N	1850	False
саженки	N	1850	False
саженный	OTHER	1735	N/A
сажень	N	1675	N/A
сазан	N	1755	False
сайгак	N	1765	False
сайдак	N	1770	False
сайдинг	N	1995	True
сайентолог	N	1990	True
сайра	N	1865	False
сайт	N	1825	True
сайтовый	OTHER	1905	True
сак	N	1690	N/A
сака	N	1855	False
саквояж	N	1855	True
саккомпанировать	V	1990	True
саккумулировать	V	1995	True
сакля	N	1810	True
сакрализация	N	1905	True
сакральный	OTHER	1905	True
сакраментальный	OTHER	1845	True
сакс	N	1690	N/A
саксан	N	1945	False
саксаул	N	1850	True
саксофон	N	1915	True
саксофонист	N	1945	True
саксофонный	OTHER	1990	True
сактировать	V	1955	True
сакура	N	1940	True
сакцентировать	V	1995	True
салабон	N	1980	False
салага	N	1900	False
салазки	N	1755	False
салазкин	N	1860	False
салака	N	1830	False
саламандра	N	1755	True
салат	N	1735	True
салатик	N	1955	True
салатник	N	1835	True
салатница	N	1940	True
салатный	OTHER	1785	True
сало	N	1690	N/A
салол	N	1890	False
салон	N	1780	True
салонный	OTHER	1835	True
салоотделение	N	1995	False
салоп	N	1780	True
салун	N	1890	True
салфетка	N	1715	True
салфеточка	N	1840	True
салфеточный	OTHER	1840	True
сальдировать	V	1860	True
сальдо	N	1870	True
сальмонелла	N	1980	True
сальмонеллез	N	1980	True
сальник	N	1840	False
сальничек	N	1965	False
сальный	OTHER	1735	N/A
сальто	N	1835	True
сальто-мортале	N	1830	True
сальтоморталист	N	1905	True
сальце	N	1825	False
сальцо	N	1955	False
салюк	N	1970	True
салют	N	1810	True
салютовать	V	1690	True
салям	N	1830	True
сам	N	1715	N/A
сам	OTHER	1675	N/A
саман	N	1755	False
саманный	OTHER	1865	False
самарец	N	1755	False
самаритянин	N	1725	N/A
самарянин	N	1755	False
самба	N	1905	True
самбо	N	1945	True
самбук	N	1960	True
самец	N	1740	N/A
самиздат	N	1940	False
самка	N	1740	N/A
саммит	N	1960	True
самнит	N	1855	False
самнитский	OTHER	1950	False
самоактуализация	N	1995	True
самоанализ	N	1885	True
самобичевание	N	1855	False
самобранка	N	1845	False
самобытие	N	1910	False
самобытность	N	1820	False
самобытный	OTHER	1725	N/A
самовар	N	1765	False
самоварничать	V	1925	False
самоварный	OTHER	1820	False
самовароподобный	OTHER	1965	False
самоварчик	N	1840	False
самовластие	N	1725	N/A
самовластный	OTHER	1710	N/A
самовлюбленный	OTHER	1865	False
самовнушение	N	1880	False
самовозгорание	N	1845	False
самовозрастающий	OTHER	1965	False
самоволка	N	1900	False
самовольный	OTHER	1705	N/A
самовольщик	N	1875	False
самовоспитание	N	1855	False
самовоспроизведение	N	1875	False
самовосстановление	N	1930	False
самовывоз	N	1980	False
самовыражение	N	1915	False
самовыразить	V	2000	False
самогипноз	N	1900	True
самогон	N	1895	False
самогонка	N	1905	False
самогонный	OTHER	1910	False
самогончик	N	1910	False
самогонщик	N	1915	False
самогонщина	N	1920	False
самогонщица	N	1920	False
самодвижение	N	1845	False
самодвижущий	OTHER	1905	False
самоделка	N	1865	False
самодельный	OTHER	1825	False
самодемонстрирование	N	1980	True
самодержавие	N	1750	False
самодержавный	OTHER	1715	N/A
самодержец	N	1675	N/A
самодеятельность	N	1820	False
самодеятельный	OTHER	1825	False
самодисциплина	N	1895	True
самодовлеющий	OTHER	1860	False
самодовольный	OTHER	1750	False
самодовольствие	N	1780	False
самодовольство	N	1815	False
самодостаточность	N	1885	False
самодостаточный	OTHER	1915	False
самодур	N	1755	False
самодурный	OTHER	1850	False
самодурство	N	1850	False
самоедство	N	1860	False
самозабвение	N	1820	False
самозабвенный	OTHER	1870	False
самозанятость	N	1980	False
самозарядный	OTHER	1930	False
самозащита	N	1835	False
самозванец	N	1750	False
самозванка	N	1825	False
самозванный	OTHER	1750	False
самозванство	N	1765	False
самозваный	OTHER	1855	False
самоигральный	OTHER	1915	False
самоидентификация	N	1985	True
самоизоляция	N	1925	True
самоиронический	OTHER	1995	True
самоирония	N	1950	True
самоисправление	N	1865	False
самоистребление	N	1875	False
самоистязание	N	1840	False
самокат	N	1845	False
самокатегоризация	N	1995	True
самоконтроль	N	1900	True
самокопание	N	1925	False
самокормление	N	1925	False
самокритика	N	1875	True
самокритичность	N	1930	True
самокритичный	OTHER	1930	True
самокрутка	N	1865	False
самолет	N	1755	False
самолетик	N	1915	False
самолетный	OTHER	1915	False
самолетостроение	N	1920	False
самолетостроительный	OTHER	1930	False
самолечение	N	1820	False
самоликвидатор	N	1935	True
самолично	OTHER	1750	False
самолюбивый	OTHER	1760	False
самолюбие	N	1725	N/A
самолюбование	N	1890	False
самолюбство	N	1725	N/A
самомнение	N	1745	N/A
самонаблюдение	N	1855	False
самонаведение	N	1975	False
самонадеянность	N	1780	False
самонадеянный	OTHER	1800	False
самоназвание	N	1930	False
самонесовместимость	N	2000	False
самоновейший	OTHER	1850	False
самообвинение	N	1840	False
самообеспечение	N	1870	False
самообладание	N	1830	False
самообложение	N	1865	False
самообман	N	1855	False
самооборона	N	1835	False
самообразование	N	1845	False
самообслуживание	N	1915	False
самооговор	N	1920	False
самоограничение	N	1855	False
самоограничивать	V	1915	False
самоокупаемость	N	1910	False
самоокупать	V	1910	False
самооправдание	N	1845	False
самоопределение	N	1845	False
самоопределять	V	1895	False
самоорганизация	N	1900	True
самоорганизованный	OTHER	1980	True
самоорганизовать	V	1990	True
самоориентация	N	1995	True
самоосуждение	N	1840	False
самоосуществление	N	1915	False
самоотверженность	N	1840	False
самоотверженный	OTHER	1830	False
самоотдача	N	1890	False
самоотравление	N	1845	False
самоотречение	N	1835	False
самоотчет	N	1875	False
самооценка	N	1850	False
самоочищение	N	1875	False
самоощущение	N	1830	False
самопальный	OTHER	1850	False
самопереваривание	N	1990	False
самописка	N	1935	False
самоповтор	N	1970	False
самоподобный	OTHER	1990	False
самопожертвенность	N	1995	False
самопожертвенный	OTHER	1885	False
самопожертвование	N	1805	False
самопознание	N	1775	False
самопонимание	N	1880	False
самопорождение	N	1905	False
самопредставление	N	1915	False
самопроизвольно	OTHER	1755	False
самопроизвольный	OTHER	1755	False
саморазвивать	V	1995	False
саморазвитие	N	1855	False
саморазоблачение	N	1855	False
саморазрушительный	OTHER	1895	False
саморазряд	N	1920	False
самореализация	N	1935	True
самореализовать	V	2005	True
саморегулирование	N	1910	True
саморегулировать	V	1960	True
саморегулируемый	OTHER	1970	True
саморегулирующий	OTHER	1880	True
саморегуляция	N	1920	True
саморез	N	1995	False
самореклама	N	1905	True
саморекламный	OTHER	1965	True
саморефлексия	N	1905	True
самородный	OTHER	1740	N/A
самородок	N	1820	False
саморождать	V	1770	False
саморуб	N	1930	False
самосад	N	1915	False
самосвал	N	1940	False
самосвальный	OTHER	1895	False
самосвободный	OTHER	1995	False
самосев	N	1860	False
самосжигатель	N	1850	False
самоснабжение	N	1910	False
самосовершенствование	N	1850	False
